lead_id,source,industry,company_size,website_visits,pages_viewed,demo_requested,email_opens,days_since_signup,sales_touchpoints,converted
3349,Paid Search,Retail,SMB,6,10,1,4,36,1,1
3350,Outbound,SaaS,Mid-Market,3,6,1,3,3,0,1
3351,Paid Search,Manufacturing,SMB,4,10,0,2,11,2,0
3352,Webinar,SaaS,SMB,7,10,0,6,14,0,1
3353,Organic,Finance,SMB,3,7,0,2,5,1,0
3354,Paid Search,Finance,Mid-Market,5,3,1,3,13,5,0
3355,Organic,Retail,Mid-Market,1,5,0,1,27,1,1
3356,Referral,Finance,SMB,1,8,0,3,41,2,0
3357,Webinar,Finance,Mid-Market,4,14,0,4,1,1,0
3358,Outbound,Manufacturing,Mid-Market,4,4,1,2,29,2,1
3359,Paid Search,Healthcare,SMB,4,7,0,1,6,4,0
3360,Paid Search,Healthcare,Enterprise,5,3,0,2,55,1,1
3361,Outbound,Manufacturing,Mid-Market,1,5,0,0,11,3,1
3362,Paid Search,Manufacturing,SMB,5,4,0,5,16,2,0
3363,Webinar,Manufacturing,Mid-Market,7,6,0,1,13,4,0
3364,Organic,Retail,Enterprise,3,9,0,2,28,0,0
3365,Paid Search,Manufacturing,Mid-Market,5,5,1,0,15,6,0
3366,Referral,SaaS,SMB,6,3,0,5,58,1,0
3367,Paid Search,SaaS,SMB,2,5,0,5,12,2,0
3368,Webinar,Manufacturing,SMB,2,4,0,0,22,0,0
3369,Webinar,Finance,SMB,1,8,0,1,23,2,0
3370,Paid Search,Retail,SMB,5,9,0,4,4,3,1
3371,Organic,Manufacturing,SMB,3,4,0,2,17,1,0
3372,Organic,Retail,SMB,1,4,0,5,35,6,0
3373,Webinar,Retail,Mid-Market,4,7,0,4,44,2,0
3374,Webinar,Healthcare,Mid-Market,4,4,1,2,11,2,1
3375,Referral,Retail,SMB,4,6,0,4,58,3,0
3376,Referral,Finance,SMB,2,6,1,1,44,1,1
3377,Referral,Manufacturing,Enterprise,2,2,0,2,25,2,0
3378,Referral,Finance,Mid-Market,4,5,0,3,57,1,1
3379,Outbound,SaaS,Mid-Market,4,6,0,0,32,1,0
3380,Paid Search,Manufacturing,SMB,3,7,0,0,9,3,0
3381,Webinar,Manufacturing,SMB,3,9,0,4,27,0,0
3382,Paid Search,Manufacturing,SMB,1,5,0,8,45,1,0
3383,Referral,Manufacturing,Enterprise,5,6,0,3,44,2,0
3384,Referral,Finance,Enterprise,5,5,0,4,8,1,0
3385,Outbound,Finance,Enterprise,2,5,0,2,47,1,0
3386,Referral,Retail,SMB,5,6,0,5,12,0,1
3387,Paid Search,Finance,Enterprise,3,4,0,4,11,2,0
3388,Paid Search,Healthcare,SMB,8,5,0,2,42,3,1
3389,Paid Search,Manufacturing,SMB,4,5,0,4,45,4,0
3390,Referral,SaaS,SMB,6,3,1,2,10,5,1
3391,Paid Search,Healthcare,SMB,2,13,0,3,58,5,0
3392,Outbound,Retail,Mid-Market,5,6,0,2,19,0,1
3393,Paid Search,SaaS,SMB,7,6,0,5,60,2,0
3394,Referral,Manufacturing,SMB,4,2,0,3,20,5,0
3395,Webinar,Retail,SMB,4,6,0,3,19,1,0
3396,Referral,SaaS,Mid-Market,3,8,1,2,24,0,1
3397,Referral,Retail,Enterprise,4,6,1,2,1,2,1
3398,Referral,Manufacturing,SMB,5,3,1,2,27,2,0
3399,Paid Search,SaaS,SMB,2,5,0,3,30,3,0
3400,Organic,Healthcare,SMB,6,5,0,4,14,0,0
3401,Outbound,Healthcare,Mid-Market,7,6,0,6,41,2,0
3402,Outbound,Healthcare,SMB,6,4,0,5,5,3,0
3403,Paid Search,Finance,SMB,4,3,0,2,58,3,0
3404,Referral,Healthcare,SMB,4,7,0,4,39,1,0
3405,Paid Search,Healthcare,Mid-Market,2,8,0,1,59,2,1
3406,Paid Search,Healthcare,Mid-Market,2,9,0,1,18,4,0
3407,Paid Search,SaaS,SMB,6,4,0,2,16,2,1
3408,Organic,Healthcare,Mid-Market,0,10,0,5,19,2,0
3409,Organic,Retail,Enterprise,1,4,1,2,46,3,0
3410,Paid Search,Manufacturing,Mid-Market,6,4,0,1,24,2,1
3411,Webinar,Finance,SMB,6,4,1,2,45,4,0
3412,Paid Search,Healthcare,SMB,0,4,0,4,4,4,0
3413,Paid Search,Manufacturing,Enterprise,7,2,1,6,24,2,1
3414,Referral,SaaS,SMB,4,10,0,3,27,2,0
3415,Outbound,SaaS,Enterprise,5,6,0,2,40,1,0
3416,Referral,SaaS,SMB,2,9,1,6,32,2,0
3417,Webinar,SaaS,SMB,9,6,0,2,49,1,0
3418,Referral,Retail,SMB,4,7,0,2,45,2,1
3419,Paid Search,SaaS,Enterprise,6,9,0,1,56,1,0
3420,Webinar,Healthcare,Mid-Market,4,4,0,2,35,1,0
3421,Webinar,Manufacturing,Enterprise,6,7,0,3,27,2,1
3422,Referral,Retail,Mid-Market,1,4,0,5,5,3,0
3423,Paid Search,Manufacturing,SMB,1,10,1,5,26,1,0
3424,Paid Search,SaaS,Mid-Market,5,11,0,4,26,4,0
3425,Organic,SaaS,Mid-Market,2,11,0,1,21,2,0
3426,Webinar,SaaS,Mid-Market,8,10,0,1,16,2,1
3427,Webinar,Healthcare,SMB,5,8,0,2,36,1,0
3428,Outbound,SaaS,SMB,4,3,1,2,26,4,1
3429,Outbound,Retail,Enterprise,6,4,1,2,45,7,0
3430,Referral,Finance,SMB,5,3,0,5,20,2,1
3431,Paid Search,SaaS,SMB,2,6,0,3,3,4,0
3432,Webinar,Manufacturing,Mid-Market,4,7,0,2,28,3,0
3433,Outbound,Finance,SMB,3,9,0,3,44,0,1
3434,Organic,Retail,Mid-Market,8,8,1,1,13,2,0
3435,Organic,Finance,Mid-Market,8,10,0,4,23,4,0
3436,Webinar,SaaS,SMB,5,5,0,3,40,3,0
3437,Organic,Healthcare,Enterprise,7,6,0,4,12,2,0
3438,Webinar,SaaS,SMB,3,3,0,6,32,2,0
3439,Webinar,Retail,Enterprise,5,5,0,2,37,1,0
3440,Referral,Retail,Mid-Market,5,8,0,2,6,1,1
3441,Webinar,Retail,SMB,4,11,0,2,27,2,0
3442,Paid Search,Finance,Mid-Market,3,9,0,5,45,1,0
3443,Referral,SaaS,SMB,3,7,0,5,53,1,1
3444,Organic,Manufacturing,Mid-Market,3,4,0,5,47,2,0
3445,Referral,Manufacturing,SMB,4,6,0,1,36,2,0
3446,Paid Search,Retail,Enterprise,2,7,0,1,52,3,1
3447,Organic,Manufacturing,Enterprise,4,4,0,3,55,0,0
3448,Referral,Finance,SMB,3,5,0,4,18,3,1
3449,Referral,Healthcare,Mid-Market,5,4,0,1,16,3,1
3450,Webinar,Healthcare,SMB,3,7,1,3,29,3,0
3451,Referral,Finance,SMB,3,4,1,4,6,1,0
3452,Outbound,Finance,SMB,2,8,0,1,32,2,0
3453,Referral,Retail,Mid-Market,6,4,0,1,11,3,0
3454,Paid Search,Retail,Mid-Market,3,8,0,2,19,1,0
3455,Organic,Manufacturing,Enterprise,1,8,0,4,26,1,0
3456,Organic,Healthcare,Mid-Market,2,3,0,3,7,1,1
3457,Paid Search,Healthcare,SMB,1,8,0,3,24,0,0
3458,Webinar,Healthcare,Enterprise,7,4,0,4,36,5,1
3459,Referral,Retail,SMB,2,2,0,4,57,2,0
3460,Webinar,Healthcare,SMB,5,3,0,2,55,1,0
3461,Outbound,Manufacturing,Mid-Market,4,2,1,4,35,3,1
3462,Webinar,Healthcare,SMB,2,6,1,2,51,2,0
3463,Organic,SaaS,Mid-Market,5,6,0,1,14,3,0
3464,Referral,SaaS,Mid-Market,6,3,0,5,18,1,0
3465,Organic,Retail,Enterprise,3,8,0,2,36,3,1
3466,Paid Search,Finance,Mid-Market,5,7,1,2,16,1,1
3467,Webinar,SaaS,SMB,6,3,0,3,11,1,0
3468,Referral,Finance,Enterprise,4,3,0,3,59,1,0
3469,Paid Search,SaaS,SMB,5,6,0,2,34,1,1
3470,Organic,Healthcare,Enterprise,3,6,0,3,52,5,1
3471,Paid Search,Finance,Mid-Market,5,8,0,2,30,0,0
3472,Outbound,Healthcare,Enterprise,4,3,1,3,58,4,1
3473,Organic,Finance,Mid-Market,7,6,0,5,33,3,0
3474,Referral,Finance,Mid-Market,6,7,0,2,57,0,0
3475,Outbound,Finance,SMB,2,6,0,3,14,6,0
3476,Referral,Healthcare,SMB,5,6,0,2,32,1,1
3477,Outbound,Retail,SMB,4,4,0,6,53,4,0
3478,Webinar,Healthcare,SMB,0,6,0,2,39,4,0
3479,Organic,SaaS,Enterprise,3,9,0,4,31,2,0
3480,Outbound,Manufacturing,SMB,5,5,0,4,59,4,1
3481,Referral,SaaS,Mid-Market,3,5,0,4,5,1,1
3482,Outbound,Healthcare,SMB,4,8,0,2,34,1,0
3483,Paid Search,Healthcare,SMB,0,4,0,2,41,0,0
3484,Paid Search,Healthcare,Enterprise,7,7,0,4,13,3,0
3485,Paid Search,Manufacturing,Mid-Market,4,1,0,1,44,4,0
3486,Webinar,SaaS,SMB,6,4,1,2,5,4,1
3487,Webinar,Finance,SMB,5,10,0,4,36,2,0
3488,Referral,Finance,Enterprise,3,9,0,1,59,1,1
3489,Referral,Healthcare,Mid-Market,5,5,0,1,6,4,0
3490,Organic,Healthcare,Mid-Market,4,6,1,5,9,5,1
3491,Outbound,Retail,Mid-Market,1,6,0,7,18,1,0
3492,Paid Search,Manufacturing,SMB,1,6,0,5,9,3,0
3493,Webinar,Manufacturing,Mid-Market,4,11,0,4,17,4,0
3494,Webinar,Finance,Mid-Market,3,7,0,3,21,1,0
3495,Paid Search,Manufacturing,Mid-Market,2,7,0,2,14,2,0
3496,Referral,Healthcare,Enterprise,3,1,0,1,11,1,0
3497,Outbound,Healthcare,SMB,8,5,0,6,49,3,1
3498,Paid Search,Finance,SMB,6,7,1,1,26,1,1
3499,Paid Search,SaaS,Enterprise,7,6,0,3,46,4,0
3500,Paid Search,Manufacturing,Mid-Market,5,7,0,1,19,3,0
3501,Organic,Retail,Enterprise,0,3,1,0,30,0,0
3502,Referral,Finance,SMB,2,1,0,3,28,1,0
3503,Paid Search,SaaS,Mid-Market,6,6,0,7,56,1,1
3504,Organic,Healthcare,Enterprise,3,8,1,5,11,2,1
3505,Referral,Retail,SMB,2,5,0,4,4,1,0
3506,Organic,Healthcare,SMB,4,2,1,6,25,2,1
3507,Referral,Finance,Enterprise,2,7,1,2,17,1,0
3508,Webinar,SaaS,Mid-Market,4,6,1,1,37,2,0
3509,Webinar,Finance,Mid-Market,8,7,0,6,13,0,0
3510,Outbound,Manufacturing,SMB,2,8,0,3,2,4,0
3511,Paid Search,SaaS,Mid-Market,3,4,0,3,7,3,0
3512,Referral,Retail,Mid-Market,5,7,0,5,31,5,1
3513,Referral,Retail,Mid-Market,2,2,0,3,39,1,0
3514,Outbound,Finance,Enterprise,3,4,0,3,30,1,0
3515,Referral,Finance,Enterprise,3,4,0,1,35,4,0
3516,Referral,Healthcare,Mid-Market,4,7,0,2,38,0,0
3517,Organic,Manufacturing,SMB,5,9,0,1,47,3,1
3518,Webinar,Retail,Enterprise,4,7,1,3,7,2,1
3519,Organic,Healthcare,Mid-Market,3,5,0,5,36,2,1
3520,Referral,SaaS,SMB,7,5,0,2,16,0,1
3521,Referral,Healthcare,Mid-Market,9,5,0,2,18,3,1
3522,Webinar,Healthcare,SMB,1,5,0,4,52,0,0
3523,Outbound,Healthcare,Enterprise,4,6,0,2,37,0,1
3524,Paid Search,Healthcare,Mid-Market,5,4,0,2,45,2,0
3525,Referral,Healthcare,SMB,4,7,0,1,23,2,0
3526,Referral,Finance,SMB,5,3,0,0,17,4,0
3527,Organic,Healthcare,Mid-Market,3,5,0,6,29,1,0
3528,Paid Search,Manufacturing,Enterprise,2,2,0,2,17,3,1
3529,Organic,SaaS,Mid-Market,0,8,0,0,8,5,0
3530,Paid Search,Manufacturing,SMB,5,4,0,5,41,1,0
3531,Webinar,Finance,Mid-Market,5,5,0,4,14,2,0
3532,Outbound,SaaS,Mid-Market,3,7,0,1,3,2,0
3533,Webinar,Healthcare,SMB,9,2,0,1,55,6,0
3534,Webinar,Finance,SMB,3,1,0,1,26,0,0
3535,Paid Search,Manufacturing,Mid-Market,5,7,1,1,28,4,0
3536,Organic,SaaS,SMB,3,7,0,6,39,2,1
3537,Organic,Finance,Mid-Market,5,6,1,1,37,3,0
3538,Organic,SaaS,Enterprise,8,4,0,3,17,1,0
3539,Referral,Healthcare,SMB,3,6,0,0,11,2,1
3540,Organic,Healthcare,Enterprise,1,5,0,2,17,1,0
3541,Outbound,SaaS,SMB,9,8,0,3,59,2,1
3542,Organic,Manufacturing,SMB,0,9,0,3,60,1,0
3543,Paid Search,Healthcare,SMB,4,4,0,4,14,3,1
3544,Organic,Finance,SMB,6,7,0,1,34,0,0
3545,Outbound,Manufacturing,Enterprise,9,8,0,2,39,0,0
3546,Outbound,Manufacturing,SMB,3,5,1,3,37,5,1
3547,Organic,Finance,Enterprise,5,5,0,6,20,1,1
3548,Organic,Retail,Mid-Market,5,8,0,2,52,3,1
3549,Paid Search,Finance,Enterprise,4,3,0,0,3,0,0
3550,Outbound,Finance,SMB,4,3,0,2,34,4,0
3551,Paid Search,Healthcare,SMB,6,6,0,1,19,1,0
3552,Paid Search,Manufacturing,SMB,5,2,0,3,42,1,0
3553,Organic,SaaS,Mid-Market,5,4,0,2,53,1,1
3554,Referral,Finance,Mid-Market,4,7,0,1,23,3,0
3555,Referral,Healthcare,SMB,4,4,0,2,38,3,0
3556,Paid Search,Retail,Enterprise,7,3,0,3,6,2,1
3557,Referral,Finance,Enterprise,6,2,0,2,23,1,1
3558,Referral,Manufacturing,SMB,5,6,0,2,22,1,0
3559,Outbound,Manufacturing,Enterprise,3,9,0,2,18,3,0
3560,Referral,Finance,SMB,3,7,0,4,39,3,0
3561,Outbound,Finance,SMB,3,9,1,3,42,0,1
3562,Webinar,Finance,SMB,5,7,0,2,48,1,0
3563,Webinar,Retail,SMB,3,7,0,9,15,2,1
3564,Paid Search,Retail,Mid-Market,2,11,0,5,5,2,1
3565,Outbound,Manufacturing,Mid-Market,3,7,0,1,15,2,1
3566,Paid Search,Healthcare,SMB,4,9,1,2,18,1,1
3567,Paid Search,Manufacturing,SMB,4,6,0,0,49,1,0
3568,Paid Search,Finance,Mid-Market,5,5,0,2,17,1,0
3569,Paid Search,Healthcare,SMB,3,1,0,4,21,1,1
3570,Referral,Manufacturing,SMB,7,7,0,1,34,2,1
3571,Paid Search,SaaS,SMB,7,3,1,2,26,3,0
3572,Paid Search,Retail,Mid-Market,4,5,0,1,15,6,1
3573,Organic,Finance,SMB,2,5,0,4,28,3,0
3574,Webinar,Manufacturing,SMB,2,7,0,3,11,0,0
3575,Webinar,Manufacturing,Mid-Market,4,10,0,3,22,0,0
3576,Organic,Manufacturing,Enterprise,3,6,0,1,25,2,0
3577,Webinar,Retail,Enterprise,0,8,0,2,44,0,0
3578,Webinar,SaaS,Enterprise,4,3,0,4,13,1,0
3579,Referral,Retail,SMB,4,7,0,3,43,2,0
3580,Paid Search,Retail,Enterprise,3,4,0,0,33,1,1
3581,Paid Search,Manufacturing,SMB,3,10,1,6,29,0,0
3582,Referral,Manufacturing,SMB,5,3,0,4,8,0,1
3583,Organic,SaaS,Enterprise,6,10,0,3,30,3,0
3584,Paid Search,Retail,SMB,5,5,0,3,48,2,0
3585,Paid Search,SaaS,Mid-Market,3,8,0,5,46,0,1
3586,Referral,Healthcare,SMB,4,8,0,4,2,4,1
3587,Organic,Manufacturing,SMB,5,6,0,2,27,2,1
3588,Paid Search,Retail,Mid-Market,4,5,0,3,56,1,0
3589,Outbound,SaaS,Enterprise,3,9,1,4,60,1,1
3590,Referral,Manufacturing,Enterprise,5,10,0,2,51,4,1
3591,Paid Search,Retail,Mid-Market,3,7,0,4,3,3,0
3592,Paid Search,Manufacturing,Mid-Market,8,5,0,4,46,1,1
3593,Organic,Healthcare,SMB,6,12,0,0,33,0,0
3594,Organic,SaaS,SMB,2,8,0,8,39,3,0
3595,Organic,Manufacturing,Enterprise,5,3,0,3,49,1,0
3596,Outbound,Finance,SMB,2,1,1,1,41,1,0
3597,Referral,Manufacturing,SMB,4,7,0,2,7,3,1
3598,Organic,Finance,Enterprise,5,4,1,4,54,0,1
3599,Paid Search,Retail,Enterprise,1,3,0,5,6,2,0
3600,Organic,Manufacturing,SMB,2,6,0,3,7,0,1
3601,Webinar,Manufacturing,Enterprise,5,4,0,2,27,2,0
3602,Paid Search,Healthcare,Mid-Market,5,7,0,3,22,3,0
3603,Webinar,Finance,SMB,3,5,0,0,42,1,0
3604,Referral,Manufacturing,SMB,6,11,0,1,39,1,1
3605,Organic,Finance,SMB,4,4,0,3,1,0,1
3606,Referral,Manufacturing,Mid-Market,6,4,0,3,7,2,1
3607,Webinar,Finance,SMB,2,6,0,2,35,0,1
3608,Outbound,Finance,Mid-Market,4,6,0,2,51,6,1
3609,Paid Search,Finance,SMB,5,4,1,5,29,1,0
3610,Referral,SaaS,SMB,4,3,0,5,9,0,0
3611,Organic,Manufacturing,SMB,5,8,0,3,12,1,0
3612,Referral,Retail,SMB,3,7,0,4,41,1,1
3613,Organic,Retail,Mid-Market,3,5,0,3,53,0,1
3614,Referral,Retail,SMB,5,3,0,4,20,8,0
3615,Paid Search,Manufacturing,Mid-Market,2,8,0,7,50,3,0
3616,Paid Search,Retail,SMB,7,5,0,1,33,0,0
3617,Organic,Healthcare,SMB,5,6,0,2,52,3,0
3618,Paid Search,Healthcare,Mid-Market,6,5,0,1,16,1,1
3619,Outbound,Finance,Enterprise,1,6,1,4,12,3,1
3620,Referral,Retail,Enterprise,0,8,0,5,33,1,1
3621,Webinar,Finance,SMB,2,3,0,0,45,2,0
3622,Referral,Manufacturing,SMB,6,9,0,3,58,2,1
3623,Outbound,Healthcare,Mid-Market,5,2,0,3,45,6,0
3624,Organic,Finance,Mid-Market,2,11,0,4,17,2,0
3625,Outbound,SaaS,Mid-Market,5,5,0,1,6,2,0
3626,Outbound,Retail,Mid-Market,1,2,0,1,60,1,0
3627,Organic,Finance,Mid-Market,5,6,0,5,54,2,0
3628,Webinar,Finance,Mid-Market,5,13,0,2,53,2,1
3629,Webinar,Retail,SMB,3,4,1,5,35,3,1
3630,Webinar,Healthcare,Enterprise,8,5,0,4,38,3,0
3631,Outbound,Finance,SMB,6,10,0,2,40,1,0
3632,Webinar,Healthcare,SMB,4,3,0,2,32,4,0
3633,Referral,Manufacturing,Mid-Market,5,5,0,6,59,3,0
3634,Organic,SaaS,Enterprise,4,8,0,5,26,5,0
3635,Organic,Manufacturing,SMB,6,4,0,4,18,3,1
3636,Paid Search,Retail,SMB,3,4,0,4,8,3,0
3637,Paid Search,SaaS,Mid-Market,2,6,1,2,33,2,1
3638,Referral,SaaS,Mid-Market,5,7,0,2,28,1,0
3639,Referral,Healthcare,Mid-Market,3,8,0,2,19,1,0
3640,Organic,Finance,Enterprise,3,5,0,6,47,2,1
3641,Referral,Finance,SMB,5,2,0,2,9,0,1
3642,Organic,Manufacturing,Enterprise,1,8,0,3,48,2,0
3643,Outbound,Manufacturing,Enterprise,5,5,0,6,52,2,1
3644,Webinar,Manufacturing,SMB,4,9,0,1,21,2,0
3645,Outbound,Manufacturing,SMB,7,7,1,4,28,1,0
3646,Outbound,SaaS,Enterprise,2,4,0,3,35,1,0
3647,Webinar,Retail,SMB,4,5,0,4,3,1,0
3648,Outbound,Retail,Mid-Market,7,3,0,4,21,1,0
3649,Referral,Manufacturing,Mid-Market,4,6,1,1,1,2,0
3650,Referral,Healthcare,SMB,3,7,1,3,13,3,0
3651,Paid Search,Finance,Mid-Market,3,6,0,3,5,5,1
3652,Paid Search,Manufacturing,Mid-Market,5,6,0,5,4,5,1
3653,Referral,Finance,SMB,5,6,0,2,58,4,1
3654,Outbound,Manufacturing,SMB,6,11,0,2,23,1,1
3655,Webinar,SaaS,SMB,1,7,1,1,59,4,1
3656,Outbound,SaaS,Mid-Market,5,8,0,2,51,2,0
3657,Paid Search,Finance,Enterprise,4,7,0,2,48,2,0
3658,Organic,Retail,Mid-Market,4,7,0,5,1,1,1
3659,Paid Search,SaaS,SMB,1,8,0,2,21,1,0
3660,Referral,Finance,Enterprise,4,9,0,2,19,0,1
3661,Paid Search,Retail,SMB,5,7,0,7,5,4,0
3662,Organic,Healthcare,SMB,1,7,0,1,43,7,1
3663,Webinar,SaaS,Enterprise,3,6,0,3,17,3,0
3664,Referral,Retail,SMB,4,6,0,3,2,3,1
3665,Paid Search,Manufacturing,SMB,5,4,1,2,45,4,0
3666,Organic,Retail,Enterprise,4,5,0,5,34,1,0
3667,Webinar,Finance,SMB,3,2,0,3,22,2,0
3668,Outbound,Retail,Mid-Market,3,5,1,0,20,2,0
3669,Paid Search,Healthcare,Enterprise,3,5,0,2,49,2,1
3670,Webinar,Manufacturing,SMB,3,3,1,3,20,2,1
3671,Organic,Finance,Mid-Market,2,4,0,1,29,3,0
3672,Paid Search,Manufacturing,SMB,4,6,0,2,31,3,0
3673,Referral,Finance,SMB,5,4,0,4,2,3,0
3674,Paid Search,Retail,SMB,5,7,0,5,55,1,1
3675,Organic,SaaS,SMB,4,9,0,4,47,0,0
3676,Paid Search,Finance,Enterprise,3,4,0,2,50,0,0
3677,Webinar,Retail,SMB,4,7,0,3,1,2,1
3678,Organic,Retail,SMB,4,5,1,2,44,5,1
3679,Outbound,Manufacturing,SMB,3,4,1,2,26,0,1
3680,Paid Search,Healthcare,Mid-Market,5,9,0,4,57,1,0
3681,Referral,Healthcare,SMB,4,6,0,3,9,3,0
3682,Paid Search,Healthcare,SMB,3,3,0,3,12,1,0
3683,Referral,Manufacturing,SMB,5,5,0,4,2,0,1
3684,Referral,Manufacturing,Enterprise,2,3,0,6,7,2,1
3685,Webinar,Manufacturing,SMB,8,4,1,3,3,2,1
3686,Paid Search,SaaS,Mid-Market,2,5,0,4,23,2,1
3687,Referral,Manufacturing,Enterprise,2,10,0,2,10,1,1
3688,Referral,SaaS,SMB,6,6,0,2,13,1,1
3689,Webinar,Retail,Mid-Market,7,7,0,1,37,3,0
3690,Organic,Retail,Mid-Market,5,9,0,3,43,1,1
3691,Webinar,Healthcare,SMB,3,8,0,3,37,2,1
3692,Paid Search,Retail,Mid-Market,5,11,1,4,6,1,1
3693,Paid Search,Finance,Enterprise,7,6,0,2,18,3,1
3694,Organic,Finance,SMB,1,12,0,2,24,3,1
3695,Outbound,Finance,SMB,7,6,0,5,23,2,0
3696,Paid Search,Manufacturing,SMB,8,7,0,4,12,2,1
3697,Organic,SaaS,SMB,9,6,0,3,13,4,0
3698,Referral,Finance,SMB,4,8,0,2,21,0,0
3699,Webinar,SaaS,SMB,3,7,0,1,37,3,0
3700,Webinar,Finance,Enterprise,2,4,0,3,18,1,0
3701,Webinar,Finance,Mid-Market,5,5,0,6,33,1,0
3702,Organic,SaaS,SMB,3,15,0,3,32,5,1
3703,Organic,Retail,SMB,2,9,1,2,24,4,1
3704,Webinar,Retail,SMB,3,6,0,2,43,2,0
3705,Paid Search,Retail,Mid-Market,4,5,0,0,10,2,0
3706,Referral,Finance,Mid-Market,6,10,0,4,42,0,0
3707,Organic,Healthcare,SMB,4,5,0,3,9,0,0
3708,Referral,Finance,Enterprise,3,5,0,2,21,1,0
3709,Organic,Finance,Enterprise,4,6,1,1,51,2,0
3710,Paid Search,Manufacturing,Mid-Market,5,13,1,4,21,3,1
3711,Paid Search,Finance,Mid-Market,5,4,0,5,39,1,1
3712,Webinar,Finance,SMB,2,8,0,6,58,3,1
3713,Paid Search,SaaS,Enterprise,3,3,0,0,33,2,0
3714,Organic,Manufacturing,SMB,7,7,1,4,3,1,0
3715,Referral,SaaS,Enterprise,4,3,1,2,21,0,0
3716,Paid Search,Healthcare,Mid-Market,4,10,0,7,18,3,0
3717,Paid Search,Manufacturing,SMB,1,6,0,2,44,1,0
3718,Organic,Manufacturing,SMB,4,3,0,1,47,0,0
3719,Organic,Healthcare,SMB,6,3,0,5,41,2,1
3720,Webinar,Healthcare,Enterprise,3,5,0,2,29,1,0
3721,Webinar,Retail,Mid-Market,4,3,0,1,26,1,0
3722,Paid Search,SaaS,SMB,3,7,1,1,40,3,0
3723,Outbound,Finance,SMB,3,8,0,2,45,2,0
3724,Webinar,Healthcare,SMB,6,4,0,2,17,1,0
3725,Paid Search,Finance,SMB,2,4,0,1,31,5,0
3726,Webinar,Manufacturing,Enterprise,2,3,0,4,32,0,0
3727,Referral,Manufacturing,Enterprise,3,3,0,1,53,3,0
3728,Organic,Retail,Mid-Market,2,7,0,2,22,0,0
3729,Outbound,Manufacturing,SMB,3,5,1,5,10,1,1
3730,Referral,Retail,SMB,6,6,0,2,52,5,1
3731,Webinar,Retail,Enterprise,4,5,0,5,7,1,0
3732,Paid Search,Finance,Mid-Market,6,7,0,0,33,0,0
3733,Paid Search,Healthcare,Mid-Market,2,4,0,1,19,0,0
3734,Webinar,SaaS,SMB,2,7,0,1,26,2,0
3735,Referral,Finance,Mid-Market,5,9,1,4,19,0,1
3736,Referral,Manufacturing,SMB,3,5,0,3,19,1,0
3737,Referral,Healthcare,SMB,6,4,0,3,3,3,0
3738,Organic,Manufacturing,Enterprise,1,2,1,1,37,3,1
3739,Paid Search,Retail,SMB,6,9,0,1,5,3,1
3740,Outbound,SaaS,Enterprise,1,5,0,7,27,1,0
3741,Referral,SaaS,Mid-Market,3,4,1,1,50,1,1
3742,Referral,Retail,Mid-Market,7,9,0,3,59,2,1
3743,Webinar,Manufacturing,Mid-Market,5,5,0,4,33,5,1
3744,Referral,Retail,Mid-Market,5,6,0,3,23,2,1
3745,Webinar,SaaS,Mid-Market,2,6,0,0,19,0,0
3746,Organic,Finance,SMB,2,5,1,0,22,5,1
3747,Organic,SaaS,SMB,3,4,0,1,57,1,0
3748,Webinar,SaaS,Mid-Market,2,7,0,2,32,2,0
3749,Outbound,SaaS,SMB,5,5,0,1,8,1,1
3750,Organic,Manufacturing,SMB,5,9,0,4,59,1,1
3751,Referral,Manufacturing,Mid-Market,3,4,0,2,6,3,0
3752,Outbound,Healthcare,Mid-Market,4,2,0,4,39,0,0
3753,Webinar,Finance,Mid-Market,4,6,0,4,6,0,0
3754,Referral,Retail,SMB,4,6,0,2,18,2,1
3755,Paid Search,Finance,Mid-Market,1,7,0,3,24,1,0
3756,Outbound,SaaS,SMB,1,6,0,5,56,5,1
3757,Organic,Finance,SMB,1,7,0,4,47,2,1
3758,Organic,Finance,SMB,5,3,1,3,44,0,1
3759,Outbound,Healthcare,Mid-Market,6,7,0,1,13,1,0
3760,Organic,SaaS,SMB,2,5,1,2,38,5,1
3761,Organic,Manufacturing,SMB,3,8,0,11,28,1,1
3762,Organic,SaaS,Mid-Market,5,5,0,2,20,1,1
3763,Referral,Manufacturing,SMB,5,2,0,4,25,0,0
3764,Organic,SaaS,Mid-Market,5,9,0,2,20,1,1
3765,Paid Search,Healthcare,SMB,3,7,0,2,4,3,0
3766,Referral,SaaS,Mid-Market,3,4,1,5,13,1,1
3767,Organic,SaaS,Mid-Market,5,2,0,7,60,1,0
3768,Paid Search,Finance,Mid-Market,4,4,0,4,49,2,0
3769,Webinar,Finance,SMB,5,7,0,3,32,2,0
3770,Referral,Finance,SMB,4,7,0,1,17,0,1
3771,Organic,SaaS,SMB,3,5,1,2,6,2,1
3772,Paid Search,Finance,Enterprise,4,5,0,4,22,2,1
3773,Paid Search,Manufacturing,SMB,4,8,0,3,48,3,0
3774,Paid Search,Healthcare,SMB,1,10,0,5,54,1,1
3775,Referral,Manufacturing,SMB,2,4,0,5,26,1,0
3776,Outbound,Retail,Enterprise,5,10,0,2,2,2,0
3777,Paid Search,Healthcare,SMB,3,2,1,3,53,3,1
3778,Referral,Finance,SMB,5,6,0,8,51,2,0
